		GSM17378	GSM17379	GSM17380	GSM17381	GSM17382	GSM17383	GSM17384	GSM17385	GSM17386	GSM17387	GSM17388	GSM17389	GSM17390	GSM17391	GSM17392	GSM45690	GSM45691	GSM45692	GSM45693	GSM45706	GSM45707	GSM45708	GSM45709	GSM146345	GSM146346	GSM146347	GSM146348	GSM146349	GSM146350	GSM146351	GSM146352	GSM146353	GSM146354
Srp9	signal recognition particle 9	1159.6	1161.2	1305.1	889.2	1006.7	1123.5	1284.4	994.4	820.5	999.8	1155.3	1121.7	1688.9	835.0	1213.6	1083.6	1065.8	1142.4	1169.5	1184.2	904.0	823.7	1076.8	1324.142748	1484.550348	1446.481748	1367.9825035	1187.86669465	1023.47891255	1063.57892225	1093.4816235	1023.49135805	1096.7869885
Cckar	cholecystokinin A receptor	9.8	10.4	12.3	11.9	62.9	26.8	37.6	34.3	7.8	28.1	21.1	10.3	4.5	7.3	6.5	12.1	33.2	10.6	16.9	9.3	67.2	27.8	13.7	23.52171703	6.344490334	11.27159003	12.89806188	75.21902914	36.6376145	17.02944293	5.823525141	31.31848664	33.17314605
Ccl1	chemokine (C-C motif) ligand 1	105.15	113.55	119.55	134.7	140.35	129.7	109.15	75.15	68.6	96.15	145.95	143.35	89.2	123.7	118.4	101.75	114.5	117.3	116.8	156.8	148.45	122.8	134.3	159.5178158	92.58922846	149.037202	119.2130484	240.7620231	197.3799153	84.25642469	57.73128351	214.8516861	41.02199225
Crem	cAMP responsive element modulator	146.95	127.45	155.25	166.0	164.05	168.95	185.4	94.2	135.35	71.95	113.7	146.3	149.4	140.4	111.25	144.75	107.7	134.6	119.7	151.3	143.0	190.5	132.9	120.75724951	128.79035887	117.869796457	137.03923408	156.104352037	137.4905839	149.16548754	162.51071538	155.442536547	201.639785478
Lgals2	lectin, galactose-binding, soluble 2	199.9	178.7	223.7	303.0	272.0	154.8	228.7	234.8	351.7	199.1	167.8	205.7	165.5	197.8	178.6	174.5	229.2	207.6	136.8	296.1	260.6	255.8	193.2	236.05542705	174.95118995	139.26114995	232.07510955	223.91153645	188.4797693	169.46958255	296.46683565	346.0343363	341.5051922
Ccbp2	chemokine binding protein 2	93.3	75.8	126.4	150.8	161.3	125.6	98.8	25.9	39.0	98.7	115.0	26.9	61.9	100.2	79.7	55.4	115.5	45.3	95.3	106.0	114.3	102.6	35.4	46.322212905	57.0294800715	98.025943005	93.58971552	104.51646852	72.908047625	62.27613753	82.99686242	66.6321982675	43.265425655
AA516738	expressed sequence AA516738	22.8	87.9	14.8	62.0	96.0	77.6	40.9	34.7	17.7	20.2	92.9	123.5	18.8	79.0	72.2	73.9	133.3	24.6	23.4	51.3	28.2	85.2	24.9	130.8695604	101.301967	20.27047025	13.22421354	21.89514072	23.94137968	192.944444	219.5399379	207.5747137	386.6207538
D030051N19Rik	RIKEN cDNA D030051N19 gene	232.2	277.75	197.25	257.8	246.8	194.75	220.85	234.75	231.15	275.3	244.0	183.4	95.8	259.0	230.65	221.0	233.6	159.45	231.25	185.0	223.45	203.0	278.85	139.4073475	127.8596041	147.9729109	114.3257631	222.6773534	229.1713161	311.9145325	194.1428599	284.0927532	237.5889789
Mrc2	mannose receptor, C type 2	29.7	179.1	143.3	39.7	42.2	51.9	118.1	149.3	52.9	34.2	37.5	154.6	64.7	147.6	95.2	41.0	150.2	110.7	182.4	46.8	40.0	178.3	40.8	44.9378318435	77.476221627	67.460842519	69.246172655	33.7127206315	97.638819881	49.025252055	69.17044571	49.35059365	61.776701455
Nmu	neuromedin U	16.1	33.7	21.2	70.5	86.6	34.5	11.4	26.5	55.0	24.1	18.0	17.2	14.6	19.8	9.9	25.3	29.4	25.5	16.7	31.6	22.5	23.3	16.2	32.02372109	18.85509282	26.60331224	24.76767814	34.91935168	29.27510116	31.84041839	23.21601641	20.4664907	27.62589078
Mrpl33	mitochondrial ribosomal protein L33	295.2	288.6	228.8	324.7	279.8	220.1	277.0	251.6	260.8	263.7	247.1	184.8	297.5	252.3	262.4	277.9	350.7	266.4	247.4	170.0	220.1	223.2	160.3	239.01210805	237.9593822	278.83373685	254.9309321	214.8370378	397.9452928	342.19668275	371.1342312	415.9090724	237.5371355
Parl	presenilin associated, rhomboid-like	933.5	749.7	1043.8	946.2	843.2	1059.5	855.8	993.3	967.7	998.7	830.8	1360.7	1375.3	1061.5	1221.3	853.3	927.4	993.8	1164.3	998.7	1216.6	836.4	929.5	954.5832632	1129.513883	1017.153811	1463.14861	695.8213175	1391.628934	1088.405515	1069.981368	1092.616147	1141.354577
Rpgr	retinitis pigmentosa GTPase regulator	7.2	24.1	45.8	22.4	3.0	16.4	5.3	6.1	3.8	5.4	5.2	9.6	5.6	17.8	5.2	35.1	3.1	10.5	26.9	9.6	3.3	37.1	21.4	8.253439582	28.83425188	18.48695458	30.64122439	3.272330778	27.58001914	13.79217464	58.99799019	16.65961701	3.890938591
Golga3	golgi autoantigen, golgin subfamily a, 3	268.4	291.1	336.1	218.4	310.2	246.9	357.0	344.9	302.7	348.0	374.0	382.1	276.0	386.5	248.3	315.5	424.6	234.6	377.4	272.1	320.8	317.6	316.8	415.09179878	302.933278934	373.089694175	318.79891727	414.27334872	257.568423235	417.584797595	314.900300245	257.84241697	318.65594775
Gng3	guanine nucleotide binding protein (G protein), gamma 3 subunit	118.0	179.4	261.1	306.5	216.6	258.8	222.8	226.6	189.1	284.7	201.4	168.3	113.8	498.2	193.5	278.9	329.3	224.7	86.9	261.2	55.8	210.9	45.9	251.7991013	172.5037354	180.3800693	209.0748594	210.7574643	196.0552453	237.6504352	209.4285072	198.1459198	200.0423857
Mapk13	mitogen activated protein kinase 13	5.9	24.1	36.4	8.9	4.0	20.2	39.3	7.8	26.8	18.9	5.3	11.0	28.3	34.3	10.6	24.3	28.1	5.2	7.6	31.7	11.6	33.7	45.9	14.48668273	12.99069611	14.98243815	14.18400364	24.94713346	11.66688165	12.87727293	11.34825273	13.60786541	14.58087159
Kcna3	potassium voltage-gated channel, shaker-related subfamily, member 3	36.45	20.15	41.55	31.85	48.75	51.9	41.7	21.5	11.35	29.8	39.3	34.1	34.55	75.7	40.9	32.9	26.2	28.65	37.15	41.85	69.6	57.65	43.5	28.00655611	13.14377033	12.74609746	46.19788124	20.34792027	44.11711643	69.53434306	26.42565522	13.71078816	32.96199741
Slc10a2	solute carrier family 10, member 2	35.1	25.1	45.3	29.1	9.8	35.2	32.5	6.4	2.8	2.3	11.0	5.4	1.4	4.8	16.3	24.7	30.6	9.1	18.6	6.0	31.1	6.5	6.4	3.267150734	12.6096315	2.170769777	12.4793377	13.11452141	10.50915749	3.727147505	10.8742706	43.39212415	48.6864574
Phf17	PHD finger protein 17	201.8	295.8	304.5	208.0	308.4	400.6	256.9	485.3	418.6	471.3	345.6	242.0	235.6	359.4	442.9	410.0	433.1	348.5	349.4	317.3	350.1	325.4	281.0	344.709344969	323.993587592	366.60152617	345.312159077	338.889209045	180.97980964	299.004143725	187.144069455	203.915239865	190.64238766
Srpr	signal recognition particle receptor ('docking protein')	2283.4	2118.35	2361.35	2041.05	2551.75	2797.4	2272.75	2730.85	2494.65	2571.45	2949.1	3324.85	2510.5	2582.65	2667.0	2284.35	2664.15	2119.45	2399.0	2758.3	2903.5	2789.4	3081.15	2593.68824345	2401.04468655	2173.24342375	2694.5516928	3199.17674555	2001.32452535	2286.45388005	2260.557878	2053.8615572	2319.0098813
Rab3il1	RAB3A interacting protein (rabin3)-like 1	114.4	111.5	102.8	126.3	120.8	114.3	126.8	121.6	124.7	111.2	146.7	105.5	148.6	132.4	110.5	115.2	65.2	94.8	150.3	111.1	150.0	117.4	135.0	119.76963047	137.140137915	142.18166588	83.10720209	87.987591119	137.35430015	234.0213217	150.2622838	105.72292531	67.404216901
Nfe2l2	nuclear factor, erythroid derived 2, like 2	1000.8	969.3	1018.8	1159.8	1138.9	892.8	1092.1	1157.2	1035.9	1265.8	1330.1	934.5	1847.8	1086.0	1109.6	1187.6	1024.6	1401.3	1036.6	830.6	951.8	949.3	964.7	1408.597121	1526.472997	1284.667409	1575.9524	1769.278262	837.4311817	865.3521903	1099.83867	1018.65353	1180.107457
Itgb3	integrin beta 3	15.5	33.8	41.9	23.1	36.2	17.6	17.2	14.0	26.6	31.4	9.4	8.0	25.6	13.6	42.7	8.9	14.7	18.8	24.1	68.2	20.8	57.0	56.6	28.70548126	10.73674365	47.38853925	11.81655674	27.54141979	16.83919197	48.08971575	23.76117813	74.20357646	32.33678254
Sec63	SEC63-like (S. cerevisiae)	270.6	385.8	451.5	292.6	288.5	425.0	352.0	341.3	385.9	317.3	421.1	261.6	52.1	332.6	290.2	385.6	344.4	292.2	267.8	259.9	296.6	400.2	324.1	280.541588275	297.881684975	279.473147325	488.088108625	278.062740575	281.456069475	366.031083675	373.935880775	323.006823575	316.3996388
Rbp2	retinol binding protein 2, cellular	3.0	14.5	27.9	9.1	28.0	16.4	11.9	5.3	198.9	25.0	22.2	34.3	3.6	9.6	3.1	14.8	15.9	11.2	13.0	14.6	4.5	6.4	11.3	26.28601423	16.00817652	60.88998506	33.0595353	40.06644831	24.27692571	40.89033749	48.29085114	49.87459681	45.37945785
Kcns2	K+ voltage-gated channel, subfamily S, 2	105.0	122.1	158.8	137.6	222.5	182.3	146.7	116.8	124.7	114.6	143.5	152.0	98.3	144.6	138.3	165.9	142.4	127.3	112.6	148.1	167.6	131.0	182.3	179.6753138	71.95167683	95.08526749	152.6581067	163.1633051	149.0679148	134.8089329	210.6056634	149.590144	192.7139537
Cdca7l	cell division cycle associated 7 like	126.6	124.3	28.6	163.3	207.0	142.9	170.5	124.7	92.1	65.4	164.6	128.2	26.0	166.8	55.0	57.7	139.9	138.4	141.1	151.6	206.9	85.6	48.2	219.5869386	225.809728	80.05047095	112.1222602	93.92200565	60.54551908	188.9932625	124.0493137	115.8021483	109.9891386
Phkg2	phosphorylase kinase, gamma 2 (testis)	355.7	380.2	393.7	365.75	393.4	425.5	359.2	340.4	356.9	357.65	407.95	503.1	276.45	431.35	301.4	329.45	393.4	372.5	360.0	450.7	447.25	425.75	374.2	426.4817908	320.0837077	446.9043895	353.5099046	285.4326731	461.4372221	450.2395398	353.0086811	281.0825422	432.8799199
Ephb3	Eph receptor B3	38.4	55.7	42.0	120.6	23.6	111.8	52.6	30.9	32.7	16.0	50.5	29.8	18.1	70.5	64.1	27.0	36.8	78.2	48.5	31.2	22.3	14.5	127.1	60.4899626	18.92835762	51.05968105	38.22365526	23.72330488	12.89322441	19.37763362	56.46900421	43.59605867	26.25984423
Aaas	achalasia, adrenocortical insufficiency, alacrimia	32.0	55.4	48.0	43.8	33.5	119.8	74.6	28.0	75.3	106.2	34.8	107.4	26.4	95.4	18.1	21.7	22.3	22.3	18.7	100.5	30.2	98.9	34.4	47.08440053	50.8655054	16.14980205	119.4938537	39.53377419	176.8180198	66.00240218	27.70371354	32.392011	179.2028658
Ap3d1	adaptor-related protein complex 3, delta 1 subunit	855.0	828.1	752.3	826.7	707.9	749.4	819.0	850.4	838.1	817.2	724.9	945.3	1403.4	874.9	935.4	982.3	922.9	936.9	929.6	763.7	760.2	887.1	731.2	800.3819644	814.753124	963.7805214	873.9246094	799.9787398	578.5606022	764.2541253	705.3902284	697.9375698	773.6509075
Chia	chitinase, acidic	84.5	111.2	88.6	159.3	140.5	131.0	106.7	120.9	65.8	127.9	107.8	146.4	82.7	100.4	110.7	109.1	117.4	74.4	125.0	75.4	163.8	106.9	104.2	52.43843627	76.76134565	38.2344509	124.649108	144.598237	147.9236655	58.35529577	15.10995573	116.467574	122.5906573
Kifc1	kinesin family member C1	60.7	60.9	69.8	77.1	26.6	60.0	61.6	59.4	44.5	49.3	67.7	64.8	60.3	60.2	56.9	60.2	56.3	57.5	59.2	31.9	67.4	60.8	74.4	32.16591435	26.82229798	104.996683	40.56025921	138.3990755	65.99466161	42.54926399	162.1532354	173.9637292	92.80103714
Tecta	tectorin alpha	75.2	133.6	98.4	136.0	104.1	105.0	118.7	137.3	106.5	77.3	61.3	98.9	61.4	97.6	76.0	144.0	104.5	85.5	111.0	59.8	143.4	101.6	84.0	69.43839778	56.4153755	73.73441549	57.33039232	70.06091158	76.64070658	84.85016782	196.1055332	84.65559261	34.40346913
Rhpn1	rhophilin, Rho GTPase binding protein 1	12.6	11.1	17.1	18.7	8.8	9.6	16.8	12.3	9.9	15.0	14.0	39.6	14.0	18.3	22.1	13.2	16.5	11.2	13.6	14.5	19.3	19.0	10.2	21.07661621	14.22927626	16.62210818	21.5117743	13.5743009	91.25060235	6.520928298	23.47330026	57.14833005	73.24095931
Pde1c	phosphodiesterase 1C	3.4	10.2	13.3	4.9	3.7	5.3	13.6	4.1	3.4	21.3	13.0	28.0	20.8	13.2	20.9	5.5	5.9	18.2	4.9	7.0	20.9	18.0	35.5	24.747734095	4.0357715735	8.4277793165	13.990395215	19.984699245	9.7416820155	21.74383675	18.76952077	5.883723506	25.532996665
Pde1b	phosphodiesterase 1B, Ca2+-calmodulin dependent	223.8	250.8	225.6	255.8	332.6	367.7	336.3	134.5	251.7	175.1	175.1	215.9	193.3	410.1	210.8	184.3	310.8	265.0	231.7	293.1	272.2	308.2	228.7	132.9639385	156.1913578	193.5425157	229.1198351	302.9568357	330.707636	280.9467828	331.2805841	434.2826114	318.7550405
Ccnd3	cyclin D3	621.8	647.0	547.2	516.3	589.6	665.4	662.0	580.7	636.9	625.7	642.0	700.3	299.2	873.0	659.4	475.4	638.2	557.4	444.2	793.6	647.8	740.5	686.1	666.3103162	733.4811001	674.1096097	845.0323803	670.6747027	625.755813	866.0272769	681.640703	612.1952107	495.3285992
1810009A15Rik	RIKEN cDNA 1810009A15 gene	486.2	538.2	562.2	557.8	530.3	476.3	466.3	468.7	377.9	572.9	258.1	559.3	431.7	551.1	304.2	444.6	648.5	236.4	676.8	446.6	373.6	452.5	463.2	383.9429348	389.9366252	348.6819599	484.127619	853.3729913	693.7315063	727.0006481	599.2489408	178.0429289	644.3663664
1200003C05Rik	RIKEN cDNA 1200003C05 gene	657.4	538.6	637.0	674.4	790.2	732.4	640.8	681.1	644.9	685.9	601.2	1063.2	685.7	723.5	836.9	777.2	738.5	758.8	673.4	717.9	633.0	919.3	720.7	1015.049421	801.8682329	747.7650919	958.9483966	854.16664315	550.9999075	616.3193112	656.46677775	758.28178955	758.72546165
Aatk	apoptosis-associated tyrosine kinase	280.3	316.1	349.2	365.6	346.1	335.7	318.6	273.9	354.7	290.5	275.6	222.8	216.3	289.3	310.6	366.8	505.3	227.0	392.3	327.3	276.7	334.4	236.2	340.7610175	319.8996733	309.2046159	246.929913	392.0078525	333.4260523	366.7479767	474.310391	337.2738266	256.9423095
LOC541456	hypothetical LOC541456	37.5	42.2	43.2	77.7	11.8	32.1	45.7	15.9	36.4	12.7	55.6	20.4	59.1	40.5	31.0	15.1	31.1	50.6	61.9	13.4	36.8	40.0	82.0	27.95761266	38.24500818	15.36442965	37.73883779	14.62656252	48.89484505	43.72847441	18.66548175	56.64739803	114.4912909
Bxdc5	brix domain containing 5	147.8	159.4	216.8	176.2	216.9	179.2	195.8	213.9	184.9	196.2	265.7	228.9	343.9	175.5	171.2	177.8	215.9	212.3	219.3	121.8	184.9	200.2	157.6	210.55103773	183.941624885	163.57257272	195.55430951	225.14981088	148.270341955	235.1097588	164.821962635	165.39761047	205.80961537
Alx3	aristaless 3	34.5	37.5	128.0	40.1	125.0	31.1	29.9	96.9	35.3	155.8	81.3	53.2	51.6	36.6	78.5	78.9	42.3	35.6	91.1	147.8	179.7	81.0	97.7	16.09518223	46.62820368	17.59005881	42.75736199	18.65215714	19.75238477	116.6750961	13.10708781	110.8575406	108.2494041
1700074P13Rik	RIKEN cDNA 1700074P13 gene	40.0	79.8	41.6	7.0	29.2	2.9	23.7	48.9	18.7	26.8	38.5	43.2	15.5	68.9	28.2	22.0	7.3	44.6	38.3	46.8	39.1	20.7	74.6	37.04515774	53.21345224	36.2840279	25.0798238	38.34647429	18.32953755	48.40529814	54.40267981	92.48899226	55.35728015
Suv39h2	suppressor of variegation 3-9 homolog 2 (Drosophila)	45.5	28.1	9.5	20.5	15.6	12.2	37.7	14.2	38.7	10.5	19.2	13.5	29.5	55.2	7.5	10.5	44.2	31.2	11.3	11.1	84.5	8.3	16.2	28.032840545	35.50568849	33.4367579	43.409311315	33.22645994	8.825671321	12.082773735	34.13441878	20.712512935	44.782469445
Svs2	seminal vesicle protein, secretion 2	4.1	3.7	17.7	3.0	7.0	4.5	16.7	3.5	27.5	4.9	27.9	8.7	32.7	6.4	9.4	5.4	6.6	3.2	45.0	14.9	52.8	12.6	12.9	11.6960305775	33.631548582	29.752509506	8.2667096075	17.5459742515	10.0081791	15.0714953145	20.1224109325	11.5337027245	18.565174763
Mkrn1	makorin, ring finger protein, 1	226.766666667	221.7	265.266666667	195.1	228.1	234.433333333	225.0	193.233333333	212.2	153.266666667	199.833333333	193.7	213.433333333	190.0	234.3	260.433333333	255.3	237.733333333	260.233333333	159.1	174.533333333	173.233333333	212.166666667	216.808748138	231.675911852	203.08578516	287.46579222	260.555476918	210.967577164	172.135537166	196.42528273	190.422573804	217.40085384
Dnase1	deoxyribonuclease I	13.6	17.25	9.7	19.6	13.9	18.7	8.45	12.95	7.95	12.6	19.35	8.9	7.35	9.45	26.65	8.8	15.65	18.6	12.85	13.85	9.0	17.25	34.55	205.3033621	192.9903721	235.1562316	44.97704197	39.50102739	12.92600637	23.41701612	27.31020761	18.0600661	19.28140909
Sfrp2	secreted frizzled-related protein 2	100.7	140.3	186.3	126.0	140.7	76.4	142.7	127.4	125.3	140.3	130.9	131.9	66.7	194.6	98.6	57.8	160.4	194.7	152.1	125.7	158.0	148.4	113.0	216.1913684	168.5873154	172.2924362	158.7184036	160.693024	106.4506225	143.8607834	107.3694709	99.30034883	125.48332
Sfrp1	secreted frizzled-related sequence protein 1	93.5	177.7	117.7	56.5	130.2	81.8	104.4	92.1	115.5	99.3	103.8	94.4	99.3	104.3	103.4	112.0	110.0	70.7	106.4	125.2	79.1	92.6	89.3	98.2192140325	132.663607315	121.908540698	152.949523925	88.5082133875	158.66165671	84.62657774	317.315937163	90.6863993825	135.28740572
LOC493582	hypothetical LOC493582	22.3	29.6	8.6	8.3	32.2	8.0	10.2	26.3	9.2	8.3	37.5	14.6	38.4	8.2	19.0	8.0	10.1	30.2	48.4	63.5	11.5	11.4	15.5	21.35067187	7.125386209	8.055035158	11.17958485	9.8416128	12.96343931	13.40240157	9.781814765	15.45033177	17.01921308
AA517545	expressed sequence AA517545	0.7	2.7	1.4	1.1	1.2	4.2	2.0	1.3	1.5	0.9	4.1	4.3	6.3	2.2	3.8	1.1	23.3	2.6	2.4	10.0	15.4	2.0	1.8	12.03920695	3.159426496	1.73728666	2.882726624	12.52139342	2.581102335	2.509232924	1.475535579	36.34718166	6.230712018
Tff2	trefoil factor 2 (spasmolytic protein 1)	13.3	39.2	24.2	12.8	6.0	9.4	11.0	21.4	7247.8	15.1	48.5	29.9	5.1	32.6	16.3	20.7	13.2	16.5	22.9	21.1	18.5	22.0	12.3	18.78175272	12.96624682	11.19304468	18.9883709	51.28031834	11.86211793	16.04779736	28.45636436	38.38951551	38.6522513
Obp1a	odorant binding protein Ia	2.2	25.1	4.6	3.2	3.3	1.1	1.5	1.8	2.6	1.4	19.5	1.9	2.6	4.2	3.2	3.3	4.6	3.9	8.7	4.2	5.2	3.9	2.8	7.255104652	7.209273309	3.337959154	8.150693626	10.61364386	3.277906512	7.740280746	8.140276325	13.73436668	9.028730259
D1Ertd83e	DNA segment, Chr 1, ERATO Doi 83, expressed	10.5	29.3	6.1	11.4	40.6	19.4	27.1	22.5	49.4	22.6	19.2	26.7	37.2	34.8	6.7	14.4	20.1	7.1	44.0	24.9	46.9	9.1	6.9	21.98734404	57.79831391	10.54101774	18.99764782	19.37743067	11.55320738	135.0665291	16.34382986	65.15647694	37.69968877
D19Wsu12e	DNA segment, Chr 19, Wayne State University 12, expressed	410.1	391.4	419.9	405.2	445.0	408.6	528.7	368.5	436.1	395.1	298.7	427.3	479.6	319.4	426.7	603.6	516.8	502.0	685.5	264.9	345.7	288.6	309.2	758.4311008	533.2233829	570.8181131	504.3359552	387.9917227	304.0251119	283.8290807	405.3463928	392.8221928	335.9655113
D530037H12Rik	RIKEN cDNA D530037H12 gene	63.6	69.0	49.1	68.2	42.3	62.9	41.1	71.2	50.5	67.3	78.4	31.5	64.5	72.0	53.8	58.1	42.7	39.6	68.7	64.5	68.8	61.3	42.3	50.79233039	60.83533987	39.94937099	87.85389517	69.17055437	66.29441665	29.12842267	77.82372838	83.06168091	96.99969422
Mad2l1bp	MAD2L1 binding protein	237.1	262.1	316.8	358.4	419.3	258.5	330.0	354.9	309.9	251.2	381.4	405.5	460.4	294.5	267.6	304.0	402.1	328.3	482.8	281.2	419.0	329.4	394.0	345.1160105	289.000637	250.0252848	325.6526545	252.7697925	335.6704138	288.470542	436.0731825	456.5805276	481.7037278
Bet1	blocked early in transport 1 homolog (S. cerevisiae)	219.1	273.8	245.4	157.9	177.0	221.4	273.4	133.3	265.7	280.3	212.9	165.6	122.6	120.6	248.2	309.1	202.6	269.8	197.5	140.9	111.8	179.9	145.0	199.9616346	197.37318635	170.90805025	208.3190315	175.2538712	284.16791395	254.471033	264.9503164	230.60715995	236.27371125
Kcnj15	potassium inwardly-rectifying channel, subfamily J, member 15	5.0	14.95	9.95	26.8	15.65	13.6	8.55	6.75	7.5	6.5	8.85	10.55	6.65	31.7	7.3	8.9	37.7	8.4	21.15	9.25	36.85	9.3	8.85	10.86504767	11.75720588	4.463166192	9.676206518	12.69781022	16.77432056	17.64232697	22.35820873	22.91042103	87.78127961
Reg1	regenerating islet-derived 1	50.25	102.9	60.4	55.15	103.2	75.45	68.45	69.2	984.0	62.85	111.4	102.95	27.05	83.35	71.3	115.1	79.35	62.4	114.7	77.25	116.4	150.7	121.65	120.3706947	79.62559067	47.76323173	174.1273368	99.74389098	107.97187	168.4862145	124.7558669	27.10096839	169.2127467
Ibsp	integrin binding sialoprotein	37.35	2.9	48.9	33.05	30.45	21.2	31.85	26.1	25.75	20.3	63.35	73.65	19.15	24.45	24.55	11.7	46.0	24.6	44.1	21.2	49.6	50.0	112.1	34.3416604465	24.3091131695	50.22399247	29.6212813665	22.991689981	45.758558652	49.4390533395	44.4122861245	52.706924256	63.47448872
Nudcd2	NudC domain containing 2	341.7	482.9	383.15	429.05	416.35	503.3	616.8	370.7	554.1	295.5	390.3	283.65	582.75	368.1	489.9	487.9	454.95	593.3	443.05	411.3	332.9	470.5	328.2	673.18247795	494.6746894	497.57294815	599.59003885	327.7110127	324.69363592	272.9782487	254.177117705	278.30793136	295.4227963
Casp4	caspase 4, apoptosis-related cysteine peptidase	87.9	68.8	92.8	89.0	90.9	85.2	59.3	46.4	75.9	63.0	66.8	94.2	100.7	90.0	25.0	62.9	76.7	99.5	81.1	34.9	18.8	48.7	72.9	105.5827317	95.07940928	105.5744559	86.56065153	40.67400283	116.648109	91.19901558	33.3787384	79.77353583	190.2932601
Ctps2	cytidine 5'-triphosphate synthase 2	105.0	188.3	195.0	144.4	172.3	153.6	201.2	157.3	152.2	196.8	155.3	210.0	167.0	181.6	196.3	253.0	238.8	119.5	210.5	210.0	151.0	158.8	209.5	145.0927727	162.306106765	82.26752377	205.53654385	147.3343219	218.27496941	177.76869155	159.2801615	177.3429837	83.19566958
Casp8	caspase 8	175.4	184.1	185.3	209.9	205.2	256.6	238.3	276.4	216.8	190.6	167.3	114.9	336.6	202.2	217.2	204.5	204.2	172.0	235.5	203.7	151.0	172.3	202.9	184.6688026	186.4880016	190.1366447	197.1740724	239.7052178	283.7429157	217.7605794	190.245238	285.3694419	257.4445533
Igfbp1	insulin-like growth factor binding protein 1	414.75	312.75	165.5	668.95	134.45	151.9	115.55	190.9	397.45	334.25	395.6	1650.65	191.5	328.35	234.55	276.6	108.75	439.15	297.65	696.55	509.45	466.4	634.65	137.3444064	19.32415616	52.97004648	28.4941774	53.20113933	74.15026781	65.72957077	18.36853624	119.3859845	84.04430679
Il2	interleukin 2	3.3	4.4	5.8	7.4	4.2	4.9	4.2	4.9	3.4	2.9	4.8	5.9	3.2	5.4	2.9	5.0	3.9	5.4	6.2	3.2	4.9	3.3	5.2	17.0724678	12.99014935	14.28415159	20.51425244	33.52386987	24.84445785	19.09625158	113.3831123	107.0443233	14.6826322
Olfr155	olfactory receptor 155	32.6	38.8	17.9	24.0	11.6	15.6	16.5	17.0	15.4	7.1	38.0	66.7	6.9	13.5	9.5	53.5	13.5	15.0	15.8	12.0	25.0	49.7	22.9	30.26921247	19.94334751	28.24787411	20.097926	21.9635253	26.53754664	36.47764497	23.60633933	98.30933973	33.0359277
Gpr3	G-protein coupled receptor 3	61.9	55.6	82.9	80.5	72.1	257.0	50.7	68.7	65.3	63.4	61.0	87.5	69.6	73.4	90.0	79.5	227.2	70.2	81.3	72.6	71.0	63.6	66.8	88.19652839	39.92523353	52.10937065	174.8923829	236.1422572	51.57066507	61.47642956	39.8080729	129.6193057	103.6522621
Nelf	nasal embryonic LHRH factor	392.75	452.65	645.0	504.65	477.25	541.5	565.5	365.2	432.55	508.1	334.7	219.0	224.05	336.65	401.95	366.05	500.35	444.9	311.75	313.35	339.4	376.6	486.35	467.549782	460.340482067	478.243768567	461.975982433	411.451970967	442.591405033	406.609814533	434.262305433	505.3801855	368.7570023
Stra6	stimulated by retinoic acid gene 6	67.1	14.1	13.1	15.8	15.2	18.6	12.8	13.4	12.8	11.0	11.6	57.7	13.4	23.8	12.1	11.3	17.7	12.5	25.0	22.3	13.7	14.9	14.7	25.86742621	29.07968433	10.54936342	21.45462932	22.56510673	35.35895478	27.69454837	44.84276724	37.49949031	34.5350641
T25656	expressed sequence T25656	37.2	48.7	39.9	101.0	46.9	56.3	47.5	22.9	37.6	16.8	81.9	62.6	18.6	50.6	4.3	36.9	63.7	40.8	20.2	3.1	71.6	45.9	70.9	19.8993054645	9.096020046	17.11180423	50.474468145	15.13260937	27.625548225	86.64470621	46.030343715	18.591768442	21.4384969445
Ugcgl1	UDP-glucose ceramide glucosyltransferase-like 1	172.1	159.0	111.8	157.9	166.0	147.8	128.7	151.9	233.2	133.0	100.8	160.4	122.8	107.5	176.6	179.7	161.8	161.9	142.0	115.9	152.2	166.2	84.5	212.1234993	239.2960922	176.3149853	62.14778874	78.76477518	134.3126525	164.3460749	54.88612604	179.871817	200.3025308
Cdc37	cell division cycle 37 homolog (S. cerevisiae)	1120.0	1209.2	1113.1	1133.4	1324.9	1341.2	1228.8	1167.8	1151.0	1177.9	1241.9	1618.0	476.4	1235.6	1259.1	1230.1	1102.7	1022.4	1061.4	1468.6	1358.7	1333.2	1466.7	754.836389015	708.776284375	806.543974985	926.311131465	703.244128435	1816.01981856	1374.9892005	1536.42691408	1394.33321748	1614.08059584
Ren1	renin 1 structural///renin 2 tandem duplication of Ren1	2.95	6.3	4.45	5.8	3.55	4.0	10.05	3.85	3.3	5.95	4.6	8.4	9.85	3.5	5.1	4.15	4.25	4.55	16.0	3.9	5.0	4.7	5.8	27.45230197	9.062055085	12.78335806	94.56637566	15.54595024	22.80320146	14.36590207	42.04398061	109.8422148	19.28740457
Rad51	RAD51 homolog (S. cerevisiae)	26.6	37.95	59.25	59.0	38.65	55.05	45.5	33.95	35.9	31.95	77.1	26.7	24.4	58.25	48.75	28.5	58.05	40.25	54.4	16.0	33.05	47.7	11.95	20.27974868	86.54357332	20.86354321	20.75280939	20.18772846	19.27282032	22.65739794	113.4568414	162.5635386	38.76929865
