		GSM17378	GSM17379	GSM17380	GSM17381	GSM17382	GSM17383	GSM17384	GSM17385	GSM17386	GSM17387	GSM17388	GSM17389	GSM17390	GSM17391	GSM17392	GSM45690	GSM45691	GSM45692	GSM45693	GSM45706	GSM45707	GSM45708	GSM45709	GSM146345	GSM146346	GSM146347	GSM146348	GSM146349	GSM146350	GSM146351	GSM146352	GSM146353	GSM146354
Nfe2l2	nuclear factor, erythroid derived 2, like 2	1000.8	969.3	1018.8	1159.8	1138.9	892.8	1092.1	1157.2	1035.9	1265.8	1330.1	934.5	1847.8	1086.0	1109.6	1187.6	1024.6	1401.3	1036.6	830.6	951.8	949.3	964.7	1408.5972	1526.473	1284.6674	1575.9524	1769.2783	837.43115	865.3522	1099.8386	1018.6535	1180.1074
Itgb3	integrin beta 3	15.5	33.8	41.9	23.1	36.2	17.6	17.2	14.0	26.6	31.4	9.4	8.0	25.6	13.6	42.7	8.9	14.7	18.8	24.1	68.2	20.8	57.0	56.6	28.70548	10.736744	47.38854	11.816557	27.54142	16.839191	48.089714	23.761179	74.203575	32.336784
Sec63	SEC63-like (S. cerevisiae)	270.6	385.8	451.5	292.6	288.5	425.0	352.0	341.3	385.9	317.3	421.1	261.6	52.1	332.6	290.2	385.6	344.4	292.2	267.8	259.9	296.6	400.2	324.1	280.5416	297.88168	279.47314	488.0881	278.06274	281.45605	366.0311	373.93588	323.00684	316.39963
Rbp2	retinol binding protein 2, cellular	3.0	14.5	27.9	9.1	28.0	16.4	11.9	5.3	198.9	25.0	22.2	34.3	3.6	9.6	3.1	14.8	15.9	11.2	13.0	14.6	4.5	6.4	11.3	26.286015	16.008177	60.889984	33.059536	40.06645	24.276926	40.89034	48.29085	49.874596	45.37946
Kcns2	K+ voltage-gated channel, subfamily S, 2	105.0	122.1	158.8	137.6	222.5	182.3	146.7	116.8	124.7	114.6	143.5	152.0	98.3	144.6	138.3	165.9	142.4	127.3	112.6	148.1	167.6	131.0	182.3	179.67531	71.951675	95.085266	152.65811	163.1633	149.06792	134.80893	210.60567	149.59015	192.71396
Cdca7l	cell division cycle associated 7 like	126.6	124.3	28.6	163.3	207.0	142.9	170.5	124.7	92.1	65.4	164.6	128.2	26.0	166.8	55.0	57.7	139.9	138.4	141.1	151.6	206.9	85.6	48.2	219.58694	225.80972	80.05047	112.12226	93.922005	60.54552	188.99326	124.04932	115.80215	109.989136
Phkg2	phosphorylase kinase, gamma 2 (testis)	355.7	380.2	393.7	365.75	393.4	425.5	359.2	340.4	356.9	357.65	407.95	503.1	276.45	431.35	301.4	329.45	393.4	372.5	360.0	450.7	447.25	425.75	374.2	426.48178	320.0837	446.9044	353.50992	285.43268	461.43723	450.23953	353.00867	281.08255	432.8799
Ephb3	Eph receptor B3	38.4	55.7	42.0	120.6	23.6	111.8	52.6	30.9	32.7	16.0	50.5	29.8	18.1	70.5	64.1	27.0	36.8	78.2	48.5	31.2	22.3	14.5	127.1	60.489964	18.928358	51.05968	38.223656	23.723305	12.893225	19.377634	56.469006	43.596058	26.259844
Aaas	achalasia, adrenocortical insufficiency, alacrimia	32.0	55.4	48.0	43.8	33.5	119.8	74.6	28.0	75.3	106.2	34.8	107.4	26.4	95.4	18.1	21.7	22.3	22.3	18.7	100.5	30.2	98.9	34.4	47.0844	50.865505	16.149801	119.49385	39.533775	176.81802	66.0024	27.703714	32.39201	179.20287
Ap3d1	adaptor-related protein complex 3, delta 1 subunit	855.0	828.1	752.3	826.7	707.9	749.4	819.0	850.4	838.1	817.2	724.9	945.3	1403.4	874.9	935.4	982.3	922.9	936.9	929.6	763.7	760.2	887.1	731.2	800.38196	814.7531	963.7805	873.9246	799.97876	578.5606	764.25415	705.39026	697.93756	773.6509
Chia	chitinase, acidic	84.5	111.2	88.6	159.3	140.5	131.0	106.7	120.9	65.8	127.9	107.8	146.4	82.7	100.4	110.7	109.1	117.4	74.4	125.0	75.4	163.8	106.9	104.2	52.438435	76.761345	38.23445	124.64911	144.59824	147.92366	58.355297	15.109956	116.467575	122.59066
Kifc1	kinesin family member C1	60.7	60.9	69.8	77.1	26.6	60.0	61.6	59.4	44.5	49.3	67.7	64.8	60.3	60.2	56.9	60.2	56.3	57.5	59.2	31.9	67.4	60.8	74.4	32.165913	26.822298	104.99668	40.56026	138.39908	65.99466	42.549263	162.15323	173.96373	92.80104
Tecta	tectorin alpha	75.2	133.6	98.4	136.0	104.1	105.0	118.7	137.3	106.5	77.3	61.3	98.9	61.4	97.6	76.0	144.0	104.5	85.5	111.0	59.8	143.4	101.6	84.0	69.4384	56.415375	73.73441	57.33039	70.06091	76.64071	84.85017	196.10553	84.655594	34.40347
Rhpn1	rhophilin, Rho GTPase binding protein 1	12.6	11.1	17.1	18.7	8.8	9.6	16.8	12.3	9.9	15.0	14.0	39.6	14.0	18.3	22.1	13.2	16.5	11.2	13.6	14.5	19.3	19.0	10.2	21.076616	14.229277	16.622108	21.511774	13.574301	91.2506	6.5209284	23.4733	57.14833	73.24096
Pde1c	phosphodiesterase 1C	3.4	10.2	13.3	4.9	3.7	5.3	13.6	4.1	3.4	21.3	13.0	28.0	20.8	13.2	20.9	5.5	5.9	18.2	4.9	7.0	20.9	18.0	35.5	24.747734	4.0357714	8.427779	13.990396	19.9847	9.741682	21.743837	18.769522	5.8837237	25.532997
Pde1b	phosphodiesterase 1B, Ca2+-calmodulin dependent	223.8	250.8	225.6	255.8	332.6	367.7	336.3	134.5	251.7	175.1	175.1	215.9	193.3	410.1	210.8	184.3	310.8	265.0	231.7	293.1	272.2	308.2	228.7	132.96394	156.19136	193.54251	229.11984	302.95685	330.70764	280.94678	331.28058	434.28262	318.75504
Ccnd3	cyclin D3	621.8	647.0	547.2	516.3	589.6	665.4	662.0	580.7	636.9	625.7	642.0	700.3	299.2	873.0	659.4	475.4	638.2	557.4	444.2	793.6	647.8	740.5	686.1	666.3103	733.4811	674.1096	845.0324	670.6747	625.7558	866.0273	681.6407	612.1952	495.3286
1810009A15Rik	RIKEN cDNA 1810009A15 gene	486.2	538.2	562.2	557.8	530.3	476.3	466.3	468.7	377.9	572.9	258.1	559.3	431.7	551.1	304.2	444.6	648.5	236.4	676.8	446.6	373.6	452.5	463.2	383.94293	389.9366	348.68195	484.12762	853.373	693.7315	727.0007	599.24896	178.04292	644.3664
1200003C05Rik	RIKEN cDNA 1200003C05 gene	657.4	538.6	637.0	674.4	790.2	732.4	640.8	681.1	644.9	685.9	601.2	1063.2	685.7	723.5	836.9	777.2	738.5	758.8	673.4	717.9	633.0	919.3	720.7	1015.04944	801.8682	747.7651	958.9484	854.1666	550.9999	616.31934	656.4668	758.2818	758.72546
Aatk	apoptosis-associated tyrosine kinase	280.3	316.1	349.2	365.6	346.1	335.7	318.6	273.9	354.7	290.5	275.6	222.8	216.3	289.3	310.6	366.8	505.3	227.0	392.3	327.3	276.7	334.4	236.2	340.76102	319.89966	309.20462	246.92992	392.00784	333.42606	366.748	474.3104	337.27383	256.94232
LOC541456	hypothetical LOC541456	37.5	42.2	43.2	77.7	11.8	32.1	45.7	15.9	36.4	12.7	55.6	20.4	59.1	40.5	31.0	15.1	31.1	50.6	61.9	13.4	36.8	40.0	82.0	27.957613	38.245007	15.364429	37.73884	14.626562	48.894844	43.728474	18.665482	56.6474	114.49129
Bxdc5	brix domain containing 5	147.8	159.4	216.8	176.2	216.9	179.2	195.8	213.9	184.9	196.2	265.7	228.9	343.9	175.5	171.2	177.8	215.9	212.3	219.3	121.8	184.9	200.2	157.6	210.55104	183.94162	163.57257	195.5543	225.14981	148.27034	235.10976	164.82196	165.39761	205.80962
Alx3	aristaless 3	34.5	37.5	128.0	40.1	125.0	31.1	29.9	96.9	35.3	155.8	81.3	53.2	51.6	36.6	78.5	78.9	42.3	35.6	91.1	147.8	179.7	81.0	97.7	16.095182	46.628204	17.59006	42.757362	18.652157	19.752384	116.675095	13.107088	110.857544	108.249405
1700074P13Rik	RIKEN cDNA 1700074P13 gene	40.0	79.8	41.6	7.0	29.2	2.9	23.7	48.9	18.7	26.8	38.5	43.2	15.5	68.9	28.2	22.0	7.3	44.6	38.3	46.8	39.1	20.7	74.6	37.04516	53.21345	36.284027	25.079824	38.346474	18.329538	48.405296	54.40268	92.48899	55.35728
Suv39h2	suppressor of variegation 3-9 homolog 2 (Drosophila)	45.5	28.1	9.5	20.5	15.6	12.2	37.7	14.2	38.7	10.5	19.2	13.5	29.5	55.2	7.5	10.5	44.2	31.2	11.3	11.1	84.5	8.3	16.2	28.03284	35.505688	33.436756	43.409313	33.22646	8.825671	12.082774	34.13442	20.712513	44.78247
Svs2	seminal vesicle protein, secretion 2	4.1	3.7	17.7	3.0	7.0	4.5	16.7	3.5	27.5	4.9	27.9	8.7	32.7	6.4	9.4	5.4	6.6	3.2	45.0	14.9	52.8	12.6	12.9	11.696031	33.63155	29.75251	8.266709	17.545975	10.008179	15.071495	20.122412	11.533703	18.565174
Mkrn1	makorin, ring finger protein, 1	226.76666	221.7	265.26666	195.1	228.1	234.43333	225.0	193.23334	212.2	153.26666	199.83333	193.7	213.43333	190.0	234.3	260.43332	255.3	237.73334	260.23334	159.1	174.53334	173.23334	212.16667	216.80875	231.67592	203.08578	287.4658	260.55548	210.96758	172.13554	196.42528	190.42258	217.40085
Dnase1	deoxyribonuclease I	13.6	17.25	9.7	19.6	13.9	18.7	8.45	12.95	7.95	12.6	19.35	8.9	7.35	9.45	26.65	8.8	15.65	18.6	12.85	13.85	9.0	17.25	34.55	205.30336	192.99037	235.15623	44.977043	39.501026	12.926006	23.417017	27.310207	18.060066	19.281408
Sfrp2	secreted frizzled-related protein 2	100.7	140.3	186.3	126.0	140.7	76.4	142.7	127.4	125.3	140.3	130.9	131.9	66.7	194.6	98.6	57.8	160.4	194.7	152.1	125.7	158.0	148.4	113.0	216.19138	168.58731	172.29243	158.7184	160.69302	106.45062	143.86078	107.36947	99.30035	125.48332
Sfrp1	secreted frizzled-related sequence protein 1	93.5	177.7	117.7	56.5	130.2	81.8	104.4	92.1	115.5	99.3	103.8	94.4	99.3	104.3	103.4	112.0	110.0	70.7	106.4	125.2	79.1	92.6	89.3	98.219215	132.6636	121.90854	152.94952	88.50822	158.66165	84.62658	317.31595	90.6864	135.2874
LOC493582	hypothetical LOC493582	22.3	29.6	8.6	8.3	32.2	8.0	10.2	26.3	9.2	8.3	37.5	14.6	38.4	8.2	19.0	8.0	10.1	30.2	48.4	63.5	11.5	11.4	15.5	21.350672	7.125386	8.055036	11.1795845	9.841613	12.963439	13.402402	9.781815	15.450332	17.019213
AA517545	expressed sequence AA517545	0.7	2.7	1.4	1.1	1.2	4.2	2.0	1.3	1.5	0.9	4.1	4.3	6.3	2.2	3.8	1.1	23.3	2.6	2.4	10.0	15.4	2.0	1.8	12.0392065	3.1594265	1.7372867	2.8827267	12.521394	2.5811024	2.509233	1.4755356	36.347183	6.230712
Tff2	trefoil factor 2 (spasmolytic protein 1)	13.3	39.2	24.2	12.8	6.0	9.4	11.0	21.4	7247.8	15.1	48.5	29.9	5.1	32.6	16.3	20.7	13.2	16.5	22.9	21.1	18.5	22.0	12.3	18.781754	12.966247	11.193045	18.98837	51.28032	11.862118	16.047798	28.456364	38.389515	38.652252
Obp1a	odorant binding protein Ia	2.2	25.1	4.6	3.2	3.3	1.1	1.5	1.8	2.6	1.4	19.5	1.9	2.6	4.2	3.2	3.3	4.6	3.9	8.7	4.2	5.2	3.9	2.8	7.2551045	7.2092733	3.337959	8.150694	10.613644	3.2779064	7.7402806	8.140276	13.734366	9.02873
D1Ertd83e	DNA segment, Chr 1, ERATO Doi 83, expressed	10.5	29.3	6.1	11.4	40.6	19.4	27.1	22.5	49.4	22.6	19.2	26.7	37.2	34.8	6.7	14.4	20.1	7.1	44.0	24.9	46.9	9.1	6.9	21.987345	57.798313	10.541018	18.997648	19.37743	11.553207	135.06653	16.34383	65.15648	37.699688
D19Wsu12e	DNA segment, Chr 19, Wayne State University 12, expressed	410.1	391.4	419.9	405.2	445.0	408.6	528.7	368.5	436.1	395.1	298.7	427.3	479.6	319.4	426.7	603.6	516.8	502.0	685.5	264.9	345.7	288.6	309.2	758.4311	533.2234	570.8181	504.33597	387.99173	304.02512	283.82907	405.3464	392.8222	335.9655
D530037H12Rik	RIKEN cDNA D530037H12 gene	63.6	69.0	49.1	68.2	42.3	62.9	41.1	71.2	50.5	67.3	78.4	31.5	64.5	72.0	53.8	58.1	42.7	39.6	68.7	64.5	68.8	61.3	42.3	50.79233	60.83534	39.94937	87.8539	69.170555	66.29442	29.128422	77.82373	83.06168	96.999695
Mad2l1bp	MAD2L1 binding protein	237.1	262.1	316.8	358.4	419.3	258.5	330.0	354.9	309.9	251.2	381.4	405.5	460.4	294.5	267.6	304.0	402.1	328.3	482.8	281.2	419.0	329.4	394.0	345.116	289.00064	250.02528	325.65265	252.76979	335.6704	288.47055	436.07318	456.58054	481.70374
Bet1	blocked early in transport 1 homolog (S. cerevisiae)	219.1	273.8	245.4	157.9	177.0	221.4	273.4	133.3	265.7	280.3	212.9	165.6	122.6	120.6	248.2	309.1	202.6	269.8	197.5	140.9	111.8	179.9	145.0	199.96164	197.37318	170.90805	208.31903	175.25388	284.1679	254.47104	264.95032	230.60716	236.27371
Kcnj15	potassium inwardly-rectifying channel, subfamily J, member 15	5.0	14.95	9.95	26.8	15.65	13.6	8.55	6.75	7.5	6.5	8.85	10.55	6.65	31.7	7.3	8.9	37.7	8.4	21.15	9.25	36.85	9.3	8.85	10.865047	11.757206	4.463166	9.676207	12.69781	16.77432	17.642326	22.35821	22.910421	87.78128
Reg1	regenerating islet-derived 1	50.25	102.9	60.4	55.15	103.2	75.45	68.45	69.2	984.0	62.85	111.4	102.95	27.05	83.35	71.3	115.1	79.35	62.4	114.7	77.25	116.4	150.7	121.65	120.3707	79.62559	47.763233	174.12733	99.74389	107.97187	168.48622	124.75587	27.10097	169.21275
Ibsp	integrin binding sialoprotein	37.35	2.9	48.9	33.05	30.45	21.2	31.85	26.1	25.75	20.3	63.35	73.65	19.15	24.45	24.55	11.7	46.0	24.6	44.1	21.2	49.6	50.0	112.1	34.34166	24.309113	50.22399	29.62128	22.99169	45.75856	49.439053	44.412285	52.706924	63.474487
Nudcd2	NudC domain containing 2	341.7	482.9	383.15	429.05	416.35	503.3	616.8	370.7	554.1	295.5	390.3	283.65	582.75	368.1	489.9	487.9	454.95	593.3	443.05	411.3	332.9	470.5	328.2	673.1825	494.67468	497.57294	599.59	327.711	324.69363	272.97824	254.17712	278.30792	295.4228
Casp4	caspase 4, apoptosis-related cysteine peptidase	87.9	68.8	92.8	89.0	90.9	85.2	59.3	46.4	75.9	63.0	66.8	94.2	100.7	90.0	25.0	62.9	76.7	99.5	81.1	34.9	18.8	48.7	72.9	105.58273	95.07941	105.574455	86.56065	40.674004	116.64811	91.19901	33.37874	79.77354	190.29326
Ctps2	cytidine 5'-triphosphate synthase 2	105.0	188.3	195.0	144.4	172.3	153.6	201.2	157.3	152.2	196.8	155.3	210.0	167.0	181.6	196.3	253.0	238.8	119.5	210.5	210.0	151.0	158.8	209.5	145.09277	162.3061	82.267525	205.53654	147.33432	218.27496	177.76869	159.28017	177.34299	83.19567
Casp8	caspase 8	175.4	184.1	185.3	209.9	205.2	256.6	238.3	276.4	216.8	190.6	167.3	114.9	336.6	202.2	217.2	204.5	204.2	172.0	235.5	203.7	151.0	172.3	202.9	184.66881	186.488	190.13664	197.17407	239.70522	283.74292	217.76057	190.24524	285.36945	257.44455
Igfbp1	insulin-like growth factor binding protein 1	414.75	312.75	165.5	668.95	134.45	151.9	115.55	190.9	397.45	334.25	395.6	1650.65	191.5	328.35	234.55	276.6	108.75	439.15	297.65	696.55	509.45	466.4	634.65	137.3444	19.324156	52.970047	28.494177	53.201138	74.15027	65.72957	18.368536	119.38599	84.044304
Il2	interleukin 2	3.3	4.4	5.8	7.4	4.2	4.9	4.2	4.9	3.4	2.9	4.8	5.9	3.2	5.4	2.9	5.0	3.9	5.4	6.2	3.2	4.9	3.3	5.2	17.072468	12.9901495	14.284152	20.514252	33.52387	24.844458	19.096252	113.38311	107.04433	14.682632
Olfr155	olfactory receptor 155	32.6	38.8	17.9	24.0	11.6	15.6	16.5	17.0	15.4	7.1	38.0	66.7	6.9	13.5	9.5	53.5	13.5	15.0	15.8	12.0	25.0	49.7	22.9	30.269213	19.943348	28.247873	20.097925	21.963526	26.537546	36.477646	23.606339	98.30934	33.035927
Gpr3	G-protein coupled receptor 3	61.9	55.6	82.9	80.5	72.1	257.0	50.7	68.7	65.3	63.4	61.0	87.5	69.6	73.4	90.0	79.5	227.2	70.2	81.3	72.6	71.0	63.6	66.8	88.196526	39.925232	52.10937	174.89238	236.14226	51.570663	61.47643	39.80807	129.61931	103.65226
Nelf	nasal embryonic LHRH factor	392.75	452.65	645.0	504.65	477.25	541.5	565.5	365.2	432.55	508.1	334.7	219.0	224.05	336.65	401.95	366.05	500.35	444.9	311.75	313.35	339.4	376.6	486.35	467.54977	460.34048	478.24377	461.97598	411.45197	442.5914	406.6098	434.2623	505.3802	368.757
Stra6	stimulated by retinoic acid gene 6	67.1	14.1	13.1	15.8	15.2	18.6	12.8	13.4	12.8	11.0	11.6	57.7	13.4	23.8	12.1	11.3	17.7	12.5	25.0	22.3	13.7	14.9	14.7	25.867426	29.079685	10.549363	21.45463	22.565107	35.358955	27.694548	44.842766	37.49949	34.535065
T25656	expressed sequence T25656	37.2	48.7	39.9	101.0	46.9	56.3	47.5	22.9	37.6	16.8	81.9	62.6	18.6	50.6	4.3	36.9	63.7	40.8	20.2	3.1	71.6	45.9	70.9	19.899305	9.09602	17.111805	50.47447	15.132609	27.625547	86.64471	46.030342	18.591768	21.438498
Ugcgl1	UDP-glucose ceramide glucosyltransferase-like 1	172.1	159.0	111.8	157.9	166.0	147.8	128.7	151.9	233.2	133.0	100.8	160.4	122.8	107.5	176.6	179.7	161.8	161.9	142.0	115.9	152.2	166.2	84.5	212.1235	239.2961	176.31499	62.14779	78.76478	134.31265	164.34607	54.886127	179.87181	200.30254
Cdc37	cell division cycle 37 homolog (S. cerevisiae)	1120.0	1209.2	1113.1	1133.4	1324.9	1341.2	1228.8	1167.8	1151.0	1177.9	1241.9	1618.0	476.4	1235.6	1259.1	1230.1	1102.7	1022.4	1061.4	1468.6	1358.7	1333.2	1466.7	754.83636	708.7763	806.54395	926.31116	703.24414	1816.0198	1374.9893	1536.4269	1394.3333	1614.0806
Ren1	renin 1 structural///renin 2 tandem duplication of Ren1	2.95	6.3	4.45	5.8	3.55	4.0	10.05	3.85	3.3	5.95	4.6	8.4	9.85	3.5	5.1	4.15	4.25	4.55	16.0	3.9	5.0	4.7	5.8	27.452301	9.062055	12.783358	94.566376	15.54595	22.803202	14.365902	42.04398	109.84222	19.287405
Rad51	RAD51 homolog (S. cerevisiae)	26.6	37.95	59.25	59.0	38.65	55.05	45.5	33.95	35.9	31.95	77.1	26.7	24.4	58.25	48.75	28.5	58.05	40.25	54.4	16.0	33.05	47.7	11.95	20.279749	86.54357	20.863543	20.75281	20.187729	19.27282	22.657398	113.45684	162.56354	38.7693
Anp32a	acidic (leucine-rich) nuclear phosphoprotein 32 family, member A	732.1	628.9	718.95	804.95	488.95	466.55	618.45	297.45	323.9	327.0	348.0	436.65	323.2	433.35	475.95	402.75	781.25	771.75	682.5	300.15	321.25	384.4	369.85	494.19006	458.11737	439.0187	355.19647	547.48004	677.32794	534.7562	584.4892	643.047	565.8459
Atxn10	ataxin 10	796.15	806.7	773.3	673.3	676.25	827.6	635.55	759.55	853.45	741.05	665.0	995.45	925.25	798.95	882.3	853.95	740.7	701.45	677.05	859.3	811.25	722.55	706.1	958.7535	770.9959	797.41815	903.02136	822.0591	1129.1306	758.11383	697.894	693.6389	740.7856
S100g	S100 calcium binding protein G	17.65	37.2	11.55	60.7	38.95	40.95	29.3	29.25	225.65	15.85	24.35	43.4	44.75	37.75	12.4	39.4	8.6	33.95	52.35	32.35	69.2	64.05	12.1	4.3768554	3.1763616	3.6666842	4.1910048	5.1926084	8.382759	13.044192	4.40586	4.401102	4.239744
Phka2	phosphorylase kinase alpha 2	206.5	281.9	263.8	291.9	241.5	362.0	189.9	313.6	239.0	292.5	351.2	422.5	190.8	323.0	176.4	238.1	234.4	230.4	348.8	310.2	243.2	182.8	333.9	303.46872	215.93237	252.925	346.4972	308.89145	349.02826	268.5302	297.82208	363.25278	329.14706
B3galt1	UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 1	58.4	39.0	140.4	45.2	17.0	19.7	30.3	25.9	24.3	16.5	21.5	17.5	11.9	47.0	71.5	47.0	119.4	122.6	104.4	20.6	14.8	22.9	32.4	17.48221	47.246124	13.182119	36.991734	43.20109	64.48179	68.17991	67.430305	68.86202	33.250088
Dntt	deoxynucleotidyltransferase, terminal	191.96666	190.5	164.86667	356.36667	391.7	172.0	282.06668	89.7	91.8	104.6	117.833336	93.0	110.0	92.53333	108.833336	201.06667	219.46666	188.3	148.13333	166.8	184.3	159.36667	166.0	130.87755	71.464424	65.62997	126.66435	84.43104	83.547165	146.89113	105.25503	160.56715	136.05284
Rassf2	Ras association (RalGDS/AF-6) domain family 2	18.1	23.3	30.2	25.6	52.1	34.9	55.8	19.7	41.2	25.6	26.7	20.4	19.3	54.4	22.5	47.6	24.0	37.1	76.6	24.0	41.1	24.2	39.7	3.9683514	7.6637244	3.2795374	28.784014	21.825665	37.437725	69.968254	45.131805	3.8080919	146.26636
Fmn1	formin 1	44.1	23.05	41.85	42.5	13.3	21.6	29.65	9.4	10.85	29.4	30.3	23.35	11.3	17.25	20.6	12.15	28.7	18.05	16.25	29.15	33.65	14.7	42.1	18.132755	13.742203	25.016527	54.85692	30.430222	21.252487	18.86476	19.912687	31.156208	25.890123
Akap9	A kinase (PRKA) anchor protein (yotiao) 9	36.8	15.4	54.3	100.5	106.7	66.1	90.9	10.3	48.9	42.0	99.2	9.6	11.6	8.3	47.9	10.6	32.6	33.7	69.1	67.8	10.8	91.6	13.9	43.38773	61.646935	71.57528	71.35741	31.447878	36.87454	78.642	10.556247	47.986603	55.336395
Sva	seminal vesicle antigen	16.1	27.2	21.2	13.3	39.0	30.7	11.4	30.0	8.3	26.3	60.2	71.8	5.5	16.1	6.2	12.0	11.5	10.2	16.0	8.2	13.1	6.2	10.4	15.085659	8.762391	6.4641967	10.879709	13.449051	11.200412	17.186882	7.7986555	13.800133	6.5500603
6330403K07Rik	RIKEN cDNA 6330403K07 gene	18.066668	17.266666	12.566667	15.633333	19.766666	28.266666	15.366667	21.2	15.966666	20.166666	13.033334	9.066667	14.366667	10.1	20.233334	8.333333	27.066668	9.966666	34.833332	21.466667	12.833333	26.633333	14.033334	15.631402	51.537033	21.464174	13.040806	17.740488	7.562859	19.737598	62.33314	21.348501	9.889963
P140	P140 gene	21.8	22.7	22.1	21.9	23.2	19.7	6.5	26.0	21.1	12.4	14.8	34.6	13.9	16.1	13.2	15.2	23.3	10.2	36.6	28.5	85.7	31.6	29.9	31.424282	36.578583	53.48785	30.588394	13.967143	32.840027	7.356806	27.416428	40.607876	108.27059
Tcstv1	2-cell-stage, variable group, member 1	28.9	78.5	41.8	84.7	64.0	55.3	43.7	54.6	38.1	74.8	62.6	17.4	8.8	52.1	15.1	18.1	86.2	49.3	115.5	50.9	12.0	141.8	66.9	66.86025	13.623663	37.390114	53.309044	9.31877	62.012127	69.31387	67.37105	31.567017	48.341694
Myt1l	myelin transcription factor 1-like	72.166664	156.1	108.6	116.066666	116.0	74.666664	79.433334	169.33333	155.76666	149.1	92.2	52.6	120.73333	73.833336	163.66667	139.53334	123.0	116.433334	79.6	140.4	93.3	130.33333	118.86667	142.45123	69.74111	63.464806	64.96655	145.19579	78.417595	136.89258	110.51763	166.3074	111.14612
Rps8	ribosomal protein S8	4962.1	4736.5	5039.9	5276.8	4724.8	4476.9	4586.4	5146.7	5052.7	4894.0	5839.3	7032.9	6909.7	4607.5	5120.2	5137.0	4586.2	4358.6	5067.3	5227.1	6192.0	6340.2	6739.0	4742.0815	5098.337	4784.8613	4712.075	5332.802	5647.4688	6007.4604	5761.1274	6108.0596	5421.19
Rpusd4	RNA pseudouridylate synthase domain containing 4	191.0	206.0	162.7	237.6	216.4	164.1	173.7	170.2	172.9	159.8	183.9	171.0	157.6	159.3	176.9	225.6	204.1	189.2	215.5	166.4	166.6	157.7	181.5	37.925037	183.56992	234.32018	219.63814	144.94681	222.85274	58.364853	33.23162	250.43396	30.88051
Sema5b	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5B	46.7	70.4	252.2	189.6	67.4	67.4	49.6	214.1	120.9	90.6	122.5	41.1	37.6	127.3	194.0	237.7	213.1	118.2	230.5	107.3	86.5	196.7	64.3	139.69339	91.143005	48.354843	92.222984	88.17019	83.553246	90.283	71.12589	210.80696	108.13317
Elof1	elongation factor 1 homolog (ELF1, S. cerevisiae)	719.7	647.5	707.4	694.7	622.4	733.3	585.2	761.2	636.6	726.6	672.2	990.7	492.4	727.8	810.6	637.5	690.2	565.6	547.3	754.5	821.3	738.8	777.5	571.7101	793.4142	533.97797	460.269	670.91235	1104.6862	704.00476	662.7971	610.60626	706.2752
Nup54	nucleoporin 54	80.0	55.5	34.5	35.2	32.3	51.9	46.5	170.9	66.9	244.0	101.7	267.6	442.6	53.3	108.2	54.2	61.0	72.5	53.7	46.2	68.4	66.7	90.4	123.91178	207.70763	137.0139	138.80443	142.58563	178.08167	228.58223	152.87729	153.32965	129.30444
Krtap6-1	keratin associated protein 6-1	79.26667	130.8	92.73333	185.36667	141.36667	101.066666	134.16667	68.3	82.13333	101.333336	124.433334	78.833336	65.13333	99.833336	73.166664	96.566666	66.36667	78.333336	112.166664	73.333336	133.8	66.7	120.4	63.281773	770.6852	40.705734	135.51695	111.08635	86.17668	77.89857	100.2889	106.37703	108.68656
Strap	serine/threonine kinase receptor associated protein	928.2	709.6	546.5	773.6	613.1	1164.0	1021.8	1574.7	1011.7	988.3	960.3	760.3	1840.2	592.5	1014.4	1458.6	939.7	1431.9	955.0	1153.0	823.3	1015.4	728.7	684.85144	799.44745	699.4987	1068.6958	745.55	644.79877	716.22266	765.7319	694.4119	827.6846
Akap8l	A kinase (PRKA) anchor protein 8-like	566.9	434.3	338.4	600.8	442.8	495.0	337.0	646.6	568.2	612.0	650.0	668.2	276.0	516.9	560.2	342.5	420.8	307.0	418.8	491.4	597.9	466.8	683.4	437.95142	392.37015	469.27032	616.4195	429.0669	505.54272	686.6244	365.22153	490.2621	363.03082
Nxt1	NTF2-related export protein 1	311.0	266.8	299.2	337.1	281.3	324.2	351.0	345.4	368.0	329.7	393.1	369.7	373.6	330.1	287.1	316.3	311.0	314.4	340.4	367.6	382.5	351.7	343.0	419.49402	259.59473	318.64938	366.39114	347.02502	269.74133	352.62408	400.33588	323.5728	291.82358
Kcnn1	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 1	380.4	257.0	458.8	159.2	236.5	166.2	272.1	193.2	175.9	218.8	78.4	337.1	49.3	315.2	163.7	78.9	103.5	412.6	101.7	590.0	160.7	144.5	88.1	250.73082	123.52189	172.82841	248.16272	189.66942	282.94525	370.41852	347.31638	210.09163	213.1169
Nt5dc2	5'-nucleotidase domain containing 2	212.1	134.1	133.3	170.1	162.5	157.7	110.1	241.1	281.5	251.2	257.6	291.2	147.3	254.9	170.0	188.9	253.1	186.2	241.6	209.7	231.2	267.7	152.7	175.40805	90.118126	108.76259	145.03526	119.82195	200.75522	194.20305	256.6107	284.52377	297.39798
